date,ticker,var_990,es,evt,testing_data,exceeds_var_990,exceeds_es,exceed_evt
2021-12-31,BAC,-0.024888985049296486,-0.08815602526000868,0.1785224107033536,-0.0008982677857481969,True,True,False
2021-12-30,BAC,-0.024888985049296486,-0.08815602526000868,0.17059405702887925,-0.00224086714430749,True,True,False
2021-12-29,BAC,-0.024888985049296486,-0.08815602526000868,0.1785224107033536,-0.0015657377534807893,True,True,False
2021-12-28,BAC,-0.024888985049296486,-0.08815602526000868,0.1785224107033536,0.0013438513261831986,True,True,False
2021-12-27,BAC,-0.024888985049296486,-0.08815602526000868,0.178124153784235,0.004953031170802591,True,True,False
2021-12-23,BAC,-0.024888985049296486,-0.08815602526000868,0.178124153784235,0.003161641383825131,True,True,False
2021-12-22,BAC,-0.024888985049296486,-0.08815602526000868,0.17059405702887925,0.0020365367227743736,True,True,False
2021-12-21,BAC,-0.024888985049296486,-0.08815602526000868,0.178124153784235,0.023864726700447925,True,True,False
2021-12-20,BAC,-0.024888985049296486,-0.08815602526000868,0.178124153784235,-0.016408331252786956,True,True,False
2021-12-17,BAC,-0.024566708393271797,-0.08815602526000868,0.16741736545098823,-0.024888985049296486,False,True,False
2021-12-16,BAC,-0.024566708393271797,-0.08815602526000868,0.17661474012510908,0.024123767389200523,True,True,False
2021-12-15,BAC,-0.024566708393271797,-0.08815602526000868,0.17661474012510908,-0.004305469273269691,True,True,False
2021-12-14,BAC,-0.024566708393271797,-0.08815602526000868,0.17661474012510908,0.012620542451155181,True,True,False
2021-12-13,BAC,-0.024566708393271797,-0.08815602526000868,0.16741736545098823,-0.021114170342984795,True,True,False
2021-12-10,BAC,-0.024566708393271797,-0.08815602526000868,0.16741736545098823,0.0006744218723777617,True,True,False
2021-12-09,BAC,-0.024566708393271797,-0.08815602526000868,0.17661474012510908,0.007472683505293176,True,True,False
2021-12-08,BAC,-0.024566708393271797,-0.08782449082245163,0.16741736545098823,-0.012301478299955093,True,True,False
2021-12-07,BAC,-0.024566708393271797,-0.08782449082245163,0.17661474012510908,0.012683986604044017,True,True,False
2021-12-06,BAC,-0.024566708393271797,-0.08782449082245163,0.17661474012510908,0.006382753373358696,True,True,False
2021-12-03,BAC,-0.024566708393271797,-0.08782449082245163,0.17661474012510908,-0.022722360009231557,True,True,False
2021-12-02,BAC,-0.024566708393271797,-0.08782449082245163,0.17661474012510908,0.028879157385800713,True,True,False
2021-12-01,BAC,-0.024566708393271797,-0.08709966516902935,0.16741736545098823,-0.014166938566775089,True,True,False
2021-11-30,BAC,-0.02440261885934991,-0.08709966516902935,0.17208773698668328,-0.024566708393271797,False,True,False
2021-11-29,BAC,-0.02440261885934991,-0.08709966516902935,0.17208773698668328,-0.003714854958330016,True,True,False
2021-11-26,BAC,-0.02440261885934991,-0.08709966516902935,0.17208773698668328,-0.039261055769699404,False,True,False
2021-11-24,BAC,-0.02440261885934991,-0.08709966516902935,0.17208773698668328,0.0027366986443104757,True,True,False
2021-11-23,BAC,-0.02440261885934991,-0.08709966516902935,0.17208773698668328,0.026361387737896758,True,True,False
2021-11-22,BAC,-0.02440261885934991,-0.08709966516902935,0.17208773698668328,0.019383095348473267,True,True,False
2021-11-19,BAC,-0.02440261885934991,-0.08709966516902935,0.175735610817013,-0.01986172893678695,True,True,False
2021-11-18,BAC,-0.02440261885934991,-0.08709966516902935,0.175735610817013,-0.004085038610381009,True,True,False
2021-11-17,BAC,-0.02440261885934991,-0.08709966516902935,0.17420392896399212,-0.012107005884645639,True,True,False
2021-11-16,BAC,-0.02440261885934991,-0.08709966516902935,0.175735610817013,0.0006373770675744961,True,True,False
2021-11-15,BAC,-0.02440261885934991,-0.08709966516902935,0.175735610817013,0.0029845932878391768,True,True,False
