date,ticker,var_990,es,evt,testing_data,exceeds_var_990,exceeds_es,exceed_evt
2021-12-31,JPM,-0.021031539411157207,-0.07686623209329026,0.0853300913285244,-0.000820199729042681,True,True,False
2021-12-30,JPM,-0.021031539411157207,-0.07686623209329026,0.0864754998170601,-0.0005045636481554316,True,True,False
2021-12-29,JPM,-0.021031539411157207,-0.07686623209329026,0.08753387975121468,-0.000504413120896885,True,True,False
2021-12-28,JPM,-0.021031539411157207,-0.07686623209329026,0.08753387975121468,0.0030349338100950085,True,True,False
2021-12-27,JPM,-0.021031539411157207,-0.07686623209329026,0.0853300913285244,0.005723002083818818,True,True,False
2021-12-23,JPM,-0.021031539411157207,-0.07686623209329026,0.0853300913285244,0.003573869299336341,True,True,False
2021-12-22,JPM,-0.021031539411157207,-0.07686623209329026,0.0864754998170601,0.003907728281154377,True,True,False
2021-12-21,JPM,-0.021031539411157207,-0.07686623209329026,0.08753387975121468,0.013966600772894466,True,True,False
2021-12-20,JPM,-0.021031539411157207,-0.07686623209329026,0.08753387975121468,-0.017989200628928614,True,True,False
2021-12-17,JPM,-0.020828425077300206,-0.07686623209329026,0.08789909631207769,-0.022754166136643494,False,True,False
2021-12-16,JPM,-0.020828425077300206,-0.07686623209329026,0.08525903895593025,0.015638851637861606,True,True,False
2021-12-15,JPM,-0.020828425077300206,-0.07686623209329026,0.08521733730121481,-0.007478317729921802,True,True,False
2021-12-14,JPM,-0.020828425077300206,-0.07686623209329026,0.0838317353266891,0.00766232337772732,True,True,False
2021-12-13,JPM,-0.020828425077300206,-0.07686623209329026,0.08789909631207769,-0.011888854736684773,True,True,False
2021-12-10,JPM,-0.020828425077300206,-0.07686623209329026,0.08525903895593025,-0.003988301147782813,True,True,False
2021-12-09,JPM,-0.020828425077300206,-0.07686623209329026,0.08525903895593025,-0.0015556412729818003,True,True,False
2021-12-08,JPM,-0.020828425077300206,-0.07686623209329026,0.08789909631207769,-0.011441081514813933,True,True,False
2021-12-07,JPM,-0.020828425077300206,-0.07686623209329026,0.0838317353266891,0.015047383102095413,True,True,False
2021-12-06,JPM,-0.020828425077300206,-0.07686623209329026,0.08651508590871872,0.01181390214860567,True,True,False
2021-12-03,JPM,-0.020828425077300206,-0.07686623209329026,0.08525903895593025,-0.01811311997360865,True,True,False
2021-12-02,JPM,-0.020828425077300206,-0.07686623209329026,0.08651508590871872,0.02102730459220714,True,True,False
2021-12-01,JPM,-0.020828425077300206,-0.07686623209329026,0.08651508590871872,-0.005918284367410376,True,True,False
2021-11-30,JPM,-0.020828425077300206,-0.07686623209329026,0.08789909631207769,-0.014885623056540398,True,True,False
2021-11-29,JPM,-0.020828425077300206,-0.07686623209329026,0.08550890895019478,-0.004322694205701083,True,True,False
2021-11-26,JPM,-0.020828425077300206,-0.07686623209329026,0.08550890895019478,-0.030127074125618214,False,True,False
2021-11-24,JPM,-0.020828425077300206,-0.07686623209329026,0.08550890895019478,-0.007844031009119679,True,True,False
2021-11-23,JPM,-0.020828425077300206,-0.07686623209329026,0.08525903895593025,0.023912432756758806,True,True,False
2021-11-22,JPM,-0.020828425077300206,-0.07686623209329026,0.08772229488492894,0.02131490102595146,True,True,False
2021-11-19,JPM,-0.020828425077300206,-0.07686623209329026,0.09025700422604276,-0.013063634621692133,True,True,False
2021-11-18,JPM,-0.020828425077300206,-0.07686623209329026,0.09025700422604276,-0.008633830083126792,True,True,False
2021-11-17,JPM,-0.020828425077300206,-0.07686623209329026,0.09025700422604276,-0.005381915920569358,True,True,False
2021-11-16,JPM,-0.020828425077300206,-0.07686623209329026,0.09025700422604276,-0.007204540883090527,True,True,False
2021-11-15,JPM,-0.020828425077300206,-0.07686623209329026,0.09025700422604276,-0.0017981436680114538,True,True,False
2021-11-12,JPM,-0.020828425077300206,-0.07686623209329026,0.0892473039567201,-0.004474604508380997,True,True,False
2021-11-11,JPM,-0.020828425077300206,-0.07686623209329026,0.08702082202987024,-5.963684116050416e-05,True,True,False
2021-11-10,JPM,-0.020828425077300206,-0.07686623209329026,0.0870229469902117,-0.0009535745181764588,True,True,False
2021-11-09,JPM,-0.020828425077300206,-0.07686623209329026,0.08736687538317514,-0.00757122858980841,True,True,False
2021-11-08,JPM,-0.020828425077300206,-0.07686623209329026,0.09025700422604276,0.006010068543325975,True,True,False
2021-11-05,JPM,-0.020828425077300206,-0.07686623209329026,0.12403453224854724,-0.001426174027930105,True,True,False
2021-11-04,JPM,-0.020828425077300206,-0.07686623209329026,0.12403453224854724,-0.013135530713881849,True,True,False
2021-11-03,JPM,-0.020828425077300206,-0.07686623209329026,0.13779063412988848,0.00035193556821289107,True,True,False
2021-11-02,JPM,-0.021031539411157207,-0.07686623209329026,0.12179052324643265,0.003945826465433511,True,True,False
2021-11-01,JPM,-0.021031539411157207,-0.07686623209329026,0.13779063412988848,-0.0005297541527103933,True,True,False
2021-10-29,JPM,-0.021031539411157207,-0.07686623209329026,0.11937659249328358,-0.002758915179794763,True,True,False
2021-10-28,JPM,-0.021031539411157207,-0.07686623209329026,0.11937659249328358,0.01507484346488952,True,True,False
2021-10-27,JPM,-0.021031539411157207,-0.07686623209329026,0.12924014071221968,-0.020828425077300206,True,True,False
2021-10-26,JPM,-0.02105774217861467,-0.07686623209329026,0.13779063412988848,0.002690979342395927,True,True,False
2021-10-25,JPM,-0.02105774217861467,-0.07686623209329026,0.13779063412988848,-0.004890099517039781,True,True,False
2021-10-22,JPM,-0.022142161667771942,-0.07686623209329026,0.1286397776156944,0.013451447592587984,True,True,False
2021-10-21,JPM,-0.022142161667771942,-0.07686623209329026,0.12179052324643265,-0.00784361208214035,True,True,False
2021-10-20,JPM,-0.022142161667771942,-0.07686623209329026,0.13779063412988848,0.013466161781825026,True,True,False
2021-10-19,JPM,-0.022142161667771942,-0.07686623209329026,0.13309952440929848,0.012128391227180568,True,True,False
2021-10-18,JPM,-0.022142161667771942,-0.07686623209329026,0.12179052324643265,-0.0003599901626450963,True,True,False
2021-10-15,JPM,-0.022142161667771942,-0.07686623209329026,0.12620478256744128,0.019208425656629835,True,True,False
2021-10-14,JPM,-0.022142161667771942,-0.07686623209329026,0.12620478256744128,0.015341718967593287,True,True,False
2021-10-13,JPM,-0.02105774217861467,-0.07686623209329026,0.13309952440929848,-0.02636670947180686,False,True,False
2021-10-12,JPM,-0.02105774217861467,-0.07686623209329026,0.13309952440929848,-0.007681278752702192,True,True,False
2021-10-11,JPM,-0.02105774217861467,-0.07686623209329026,0.12179052324643265,-0.021031539411157207,True,True,False
2021-10-08,JPM,-0.02105774217861467,-0.07686623209329026,0.13779063412988848,0.0007642145111339538,True,True,False
2021-10-07,JPM,-0.02105774217861467,-0.07686623209329026,0.12179052324643265,0.006330727338275999,True,True,False
2021-10-06,JPM,-0.02105774217861467,-0.07686623209329026,0.13779063412988848,0.002134470465692928,True,True,False
2021-10-05,JPM,-0.02105774217861467,-0.07686623209329026,0.13779063412988848,0.016330086732307736,True,True,False
2021-10-04,JPM,-0.02105774217861467,-0.07686623209329026,0.13779063412988848,-0.0010771401333695696,True,True,False
2021-10-01,JPM,-0.02105774217861467,-0.07686623209329026,0.13779063412988848,0.021015385417071153,True,True,False
2021-09-30,JPM,-0.02105774217861467,-0.07686623209329026,0.13779063412988848,-0.013618491828904955,True,True,False
2021-09-29,JPM,-0.02105774217861467,-0.07686623209329026,0.13779063412988848,-0.000782786295544291,True,True,False
2021-09-28,JPM,-0.02105774217861467,-0.07686623209329026,0.11937659249328358,-0.005389942471104914,True,True,False
2021-09-27,JPM,-0.02105774217861467,-0.07686623209329026,0.13779063412988848,0.02416594501260705,True,True,False
2021-09-24,JPM,-0.02105774217861467,-0.07775988956922121,0.13779063412988848,0.011539891089588084,True,True,False
2021-09-23,JPM,-0.02105774217861467,-0.07907753254266707,0.13779063412988848,0.03380158220262608,True,True,False
2021-09-22,JPM,-0.02105774217861467,-0.08006735300213992,0.12179052324643265,0.019153017488962032,True,True,False
2021-09-21,JPM,-0.02105774217861467,-0.08153041184049648,0.13309952440929848,0.00013040778688555577,True,True,False
2021-09-20,JPM,-0.01886589026295682,-0.08153041184049648,0.12403453224854724,-0.029933815789279783,False,True,False
2021-09-17,JPM,-0.02105774217861467,-0.08262639833218864,0.12850755997607283,-0.0025934333000782184,True,True,False
2021-09-16,JPM,-0.02105774217861467,-0.08262639833218864,0.12850755997607283,-0.00044278485230919706,True,True,False
2021-09-15,JPM,-0.02105774217861467,-0.08262639833218864,0.12620478256744128,0.0069397428647981485,True,True,False
2021-09-14,JPM,-0.02105774217861467,-0.08262639833218864,0.12850755997607283,-0.017452871516619672,True,True,False
2021-09-13,JPM,-0.022142161667771942,-0.08262639833218864,0.12480392996107575,0.015887150694235075,True,True,False
2021-09-10,JPM,-0.022142161667771942,-0.08262639833218864,0.12620478256744128,-0.011495465487541878,True,True,False
2021-09-09,JPM,-0.022142161667771942,-0.08262639833218864,0.12620478256744128,0.004353122554267452,True,True,False
2021-09-08,JPM,-0.022142161667771942,-0.08262639833218864,0.12620478256744128,-0.004459830670901832,True,True,False
2021-09-07,JPM,-0.022142161667771942,-0.08262639833218864,0.12620478256744128,-0.0017554332224191116,True,True,False
2021-09-03,JPM,-0.022835560925198783,-0.08262639833218864,0.12720253328678569,-0.00604508094995404,True,True,False
2021-09-02,JPM,-0.022835560925198783,-0.08262639833218864,0.1281217379257543,0.004633235843476413,True,True,False
2021-09-01,JPM,-0.022835560925198783,-0.08262639833218864,0.1281217379257543,-0.0014378867971509557,True,True,False
2021-08-31,JPM,-0.022835560925198783,-0.08262639833218864,0.12335888811067429,-0.003054206370763368,True,True,False
